UGID/LND_VUT,"Arable, Forested And Total Land - Vanuatu"
UGID/LND_ZMB,"Arable, Forested And Total Land - Zambia"
UGID/CO2_5100,Carbon Dioxide Emissions - Africa+
UGID/EDTER_FRA,Enrolment in Tertiary Education -  France
UGID/IFSV_GEO,Currency Reserves - Georgia
UGID/EDTER_CYP,Enrolment in Tertiary Education -  Cyprus
UGID/IFSV_GRD,Currency Reserves - Grenada
UGID/CO2_AFG,Carbon Dioxide Emissions - Afghanistan
UGID/EDTER_GTM,Enrolment in Tertiary Education -  Guatemala
UGID/EDTER_HND,Enrolment in Tertiary Education -  Honduras
UGID/CO2_DZA,Carbon Dioxide Emissions - Algeria
UGID/CO2_AUT,Carbon Dioxide Emissions - Austria
UGID/IFSV_GNB,Currency Reserves - Guinea-Bissau
UGID/LND_VEN,"Arable, Forested And Total Land - Venezuela (Bolivarian Republic of)"
UGID/EDTER_ECU,Enrolment in Tertiary Education -  Ecuador
UGID/EDTER_ISR,Enrolment in Tertiary Education -  Israel
UGID/IFSV_ISL,Currency Reserves - Iceland
UGID/EDTER_JPN,Enrolment in Tertiary Education -  Japan
UGID/CO2_BLZ,Carbon Dioxide Emissions - Belize
UGID/CO2_BEN,Carbon Dioxide Emissions - Benin
UGID/EDTER_LBN,Enrolment in Tertiary Education -  Lebanon
UGID/IFSV_ITA,Currency Reserves - Italy
UGID/EDTER_KIR,Enrolment in Tertiary Education -  Kiribati
UGID/CO2_BDI,Carbon Dioxide Emissions - Burundi
UGID/EDTER_GHA,Enrolment in Tertiary Education -  Ghana
UGID/EDTER_MDG,Enrolment in Tertiary Education -  Madagascar
UGID/EDTER_IDN,Enrolment in Tertiary Education -  Indonesia
UGID/EDTER_MDV,Enrolment in Tertiary Education -  Maldives
UGID/IFSV_KEN,Currency Reserves - Kenya
UGID/CO2_CHL,Carbon Dioxide Emissions - Chile
UGID/IFSV_KWT,Currency Reserves - Kuwait
UGID/CO2_COG,Carbon Dioxide Emissions - Congo
UGID/IFSV_KGZ,Currency Reserves - Kyrgyzstan
UGID/CO2_CRI,Carbon Dioxide Emissions - Costa Rica
UGID/IFSV_LVA,Currency Reserves - Latvia
UGID/EDTER_MNE,Enrolment in Tertiary Education -  Montenegro
UGID/EDTER_LAO,Enrolment in Tertiary Education -  Lao People's Democratic Republic
UGID/EDTER_NAM,Enrolment in Tertiary Education -  Namibia
UGID/IFSV_LUX,Currency Reserves - Luxembourg
UGID/CO2_COD,Carbon Dioxide Emissions - Democratic Republic of the Congo
UGID/EDTER_NER,Enrolment in Tertiary Education -  Niger
UGID/CO2_DJI,Carbon Dioxide Emissions - Djibouti
UGID/IFSV_MDV,Currency Reserves - Maldives
UGID/EDTER_PAN,Enrolment in Tertiary Education -  Panama
UGID/CO2_GNQ,Carbon Dioxide Emissions - Equatorial Guinea
UGID/EDTER_MLT,Enrolment in Tertiary Education -  Malta
UGID/EDTER_PRT,Enrolment in Tertiary Education -  Portugal
UGID/EDTER_MNG,Enrolment in Tertiary Education -  Mongolia
UGID/CO2_GEO,Carbon Dioxide Emissions - Georgia
UGID/EDTER_MDA,Enrolment in Tertiary Education -  Republic of Moldova
UGID/IFSV_MEX,Currency Reserves - Mexico
UGID/IFSV_MMR,Currency Reserves - Myanmar
UGID/EDTER_STP,Enrolment in Tertiary Education -  Sao Tome and Principe
UGID/IFSV_NPL,Currency Reserves - Nepal
UGID/EDTER_SRB,Enrolment in Tertiary Education -  Serbia
UGID/IFSV_NLD,Currency Reserves - Netherlands
UGID/IFSV_NER,Currency Reserves - Niger
UGID/EDTER_LKA,Enrolment in Tertiary Education -  Sri Lanka
UGID/CO2_IRQ,Carbon Dioxide Emissions - Iraq
UGID/CO2_ERI,Carbon Dioxide Emissions - Eritrea
UGID/IFSV_PAN,Currency Reserves - Panama
UGID/EDTER_KNA,Enrolment in Tertiary Education -  Saint Kitts and Nevis
UGID/IFSV_PRY,Currency Reserves - Paraguay
UGID/CO2_JOR,Carbon Dioxide Emissions - Jordan
UGID/EDTER_VCT,Enrolment in Tertiary Education -  Saint Vincent and the Grenadines
UGID/EDTER_UKR,Enrolment in Tertiary Education -  Ukraine
UGID/CO2_LBN,Carbon Dioxide Emissions - Lebanon
UGID/EDTER_ARE,Enrolment in Tertiary Education -  United Arab Emirates
UGID/IFSV_CHE,Currency Reserves - Switzerland
UGID/EDTER_USA,Enrolment in Tertiary Education -  United States of America
UGID/IFSV_QAT,Currency Reserves - Qatar
UGID/CO2_LUX,Carbon Dioxide Emissions - Luxembourg
UGID/EDTER_YEM,Enrolment in Tertiary Education -  Yemen
UGID/EDTER_SDN,Enrolment in Tertiary Education -  Sudan
UGID/CO2_MWI,Carbon Dioxide Emissions - Malawi
UGID/IFSV_LCA,Currency Reserves - Saint Lucia
UGID/ENROL_AFG,Education Enrolment - Afghanistan
UGID/IFSV_WSM,Currency Reserves - Samoa
UGID/ENROL_AND,Education Enrolment - Andorra
UGID/EDTER_SYR,Enrolment in Tertiary Education -  Syrian Arab Republic
UGID/IFSV_TGO,Currency Reserves - Togo
UGID/IFSV_SAU,Currency Reserves - Saudi Arabia
UGID/ENROL_BHS,Education Enrolment - Bahamas
UGID/CO2_MOZ,Carbon Dioxide Emissions - Mozambique
UGID/ENROL_BLR,Education Enrolment - Belarus
UGID/CO2_NAM,Carbon Dioxide Emissions - Namibia
UGID/EDTER_TUV,Enrolment in Tertiary Education -  Tuvalu
UGID/IFSV_GBR,Currency Reserves - United Kingdom of Great Britain and Northern Ireland
UGID/IFSV_SYC,Currency Reserves - Seychelles
UGID/ENROL_BEN,Education Enrolment - Benin
UGID/CO2_NER,Carbon Dioxide Emissions - Niger
UGID/CO2_OMN,Carbon Dioxide Emissions - Oman
UGID/ENROL_BRN,Education Enrolment - Brunei Darussalam
UGID/ENROL_KHM,Education Enrolment - Cambodia
UGID/IFSV_SUR,Currency Reserves - Suriname
UGID/IFSV_LKA,Currency Reserves - Sri Lanka
UGID/CO2_PER,Carbon Dioxide Emissions - Peru
UGID/IFDBT_ALB,External Debt - Albania
UGID/CO2_QAT,Carbon Dioxide Emissions - Qatar
UGID/ENROL_AUT,Education Enrolment - Austria
UGID/ENROL_BRB,Education Enrolment - Barbados
UGID/IFDBT_ARG,External Debt - Argentina
UGID/CO2_ROU,Carbon Dioxide Emissions - Romania
UGID/IFSV_MKD,Currency Reserves - TFYR of Macedonia
UGID/IFSV_TTO,Currency Reserves - Trinidad and Tobago
UGID/IFSV_UGA,Currency Reserves - Uganda
UGID/ENROL_SLV,Education Enrolment - El Salvador
UGID/IFDBT_BOL,External Debt - Bolivia (Plurinational State of)
UGID/IFDBT_BWA,External Debt - Botswana
UGID/CO2_LKA,Carbon Dioxide Emissions - Sri Lanka
UGID/IFDBT_BRA,External Debt - Brazil
UGID/IFSV_TZA,Currency Reserves - United Republic of Tanzania
UGID/ENROL_FIN,Education Enrolment - Finland
UGID/IFSV_URY,Currency Reserves - Uruguay
UGID/ENROL_GRC,Education Enrolment - Greece
UGID/CO2_TUN,Carbon Dioxide Emissions - Tunisia
UGID/IFSV_VUT,Currency Reserves - Vanuatu
UGID/ENROL_CYP,Education Enrolment - Cyprus
UGID/ENROL_HTI,Education Enrolment - Haiti
UGID/IFSV_VNM,Currency Reserves - Viet Nam
UGID/IFDBT_DJI,External Debt - Djibouti
UGID/CO2_TZA,Carbon Dioxide Emissions - United Republic of Tanzania
UGID/IFDBT_EGY,External Debt - Egypt
UGID/CO2_UZB,Carbon Dioxide Emissions - Uzbekistan
UGID/ENROL_ISL,Education Enrolment - Iceland
UGID/IFDBT_ARM,External Debt - Armenia
UGID/ENROL_GAB,Education Enrolment - Gabon
UGID/ENROL_ITA,Education Enrolment - Italy
UGID/IFDBT_BLZ,External Debt - Belize
UGID/ENROL_FJI,Education Enrolment - Fiji
UGID/CFC_5817,CFC Consumption - Net Food Importing Developing Countries+
UGID/IFDBT_HTI,External Debt - Haiti
UGID/ENROL_LBN,Education Enrolment - Lebanon
UGID/IFDBT_CPV,External Debt - Cape Verde
UGID/CFC_DZA,CFC Consumption - Algeria
UGID/IFDBT_CMR,External Debt - Cameroon
UGID/ENROL_MDV,Education Enrolment - Maldives
UGID/ENROL_IND,Education Enrolment - India
UGID/ENROL_MHL,Education Enrolment - Marshall Islands
UGID/IFDBT_MWI,External Debt - Malawi
UGID/CFC_AZE,CFC Consumption - Azerbaijan
UGID/IFDBT_DOM,External Debt - Dominican Republic
UGID/IFDBT_MRT,External Debt - Mauritania
UGID/IFDBT_SLV,External Debt - El Salvador
UGID/ENROL_MOZ,Education Enrolment - Mozambique
UGID/ENROL_KGZ,Education Enrolment - Kyrgyzstan
UGID/ENROL_MMR,Education Enrolment - Myanmar
UGID/IFDBT_GMB,External Debt - Gambia
UGID/ENROL_NER,Education Enrolment - Niger
UGID/ENROL_NOR,Education Enrolment - Norway
UGID/IFDBT_MDA,External Debt - Republic of Moldova
UGID/IFDBT_GUY,External Debt - Guyana
UGID/ENROL_PAK,Education Enrolment - Pakistan
UGID/ENROL_FSM,Education Enrolment - Micronesia (Federated States of)
UGID/CFC_TCD,CFC Consumption - Chad
UGID/ENROL_PER,Education Enrolment - Peru
UGID/IFDBT_JOR,External Debt - Jordan
UGID/ENROL_MDA,Education Enrolment - Republic of Moldova
UGID/IFDBT_SYR,External Debt - Syrian Arab Republic
UGID/ENROL_RUS,Education Enrolment - Russian Federation
UGID/IFDBT_MDG,External Debt - Madagascar
UGID/ENROL_NPL,Education Enrolment - Nepal
UGID/CFC_PRK,CFC Consumption - Democratic People's Republic of Korea
UGID/IFDBT_MUS,External Debt - Mauritius
UGID/ENROL_SAU,Education Enrolment - Saudi Arabia
UGID/ENROL_NGA,Education Enrolment - Nigeria
UGID/IFDBT_MNE,External Debt - Montenegro
UGID/EDPRI_DZA,Enrolment in Primary Education - Algeria
UGID/ENROL_SYC,Education Enrolment - Seychelles
UGID/ENROL_SLE,Education Enrolment - Sierra Leone
UGID/CFC_ERI,CFC Consumption - Eritrea
UGID/IFDBT_YEM,External Debt - Yemen
UGID/EDPRI_ARM,Enrolment in Primary Education - Armenia
UGID/IFDBT_NPL,External Debt - Nepal
UGID/IFDBT_NGA,External Debt - Nigeria
UGID/ENROL_KOR,Education Enrolment - Republic of Korea
UGID/IFDBT_PER,External Debt - Peru
UGID/EDPRI_BEL,Enrolment in Primary Education - Belgium
UGID/ENROL_LKA,Education Enrolment - Sri Lanka
UGID/EDPRI_BLZ,Enrolment in Primary Education - Belize
UGID/CFC_GIN,CFC Consumption - Guinea
UGID/CFC_HND,CFC Consumption - Honduras
UGID/IFDBT_VCT,External Debt - Saint Vincent and the Grenadines
UGID/EDPRI_BIH,Enrolment in Primary Education - Bosnia and Herzegovina
UGID/EDPRI_BWA,Enrolment in Primary Education - Botswana
UGID/ENROL_TLS,Education Enrolment - Timor-Leste
UGID/IFDBT_STP,External Debt - Sao Tome and Principe
UGID/CFC_IND,CFC Consumption - India
UGID/LND_DZA,"Arable, Forested And Total Land - Algeria"
UGID/ENROL_TGO,Education Enrolment - Togo
UGID/ENROL_VCT,Education Enrolment - Saint Vincent and the Grenadines
UGID/ENROL_TUV,Education Enrolment - Tuvalu
UGID/IFDBT_ZAF,External Debt - South Africa
UGID/IFDBT_LKA,External Debt - Sri Lanka
UGID/EDPRI_CMR,Enrolment in Primary Education - Cameroon
UGID/ENROL_SGP,Education Enrolment - Singapore
UGID/EDPRI_CHL,Enrolment in Primary Education - Chile
UGID/ENROL_TZA,Education Enrolment - United Republic of Tanzania
UGID/CFC_LAO,CFC Consumption - Lao People's Democratic Republic
UGID/IFDBT_TON,External Debt - Tonga
UGID/LND_AZE,"Arable, Forested And Total Land - Azerbaijan"
UGID/EDPRI_CUB,Enrolment in Primary Education - Cuba
UGID/IFDBT_TZA,External Debt - United Republic of Tanzania
UGID/EDPRI_COK,Enrolment in Primary Education - Cook Islands
UGID/IFDBT_UZB,External Debt - Uzbekistan
UGID/ENROL_SWE,Education Enrolment - Sweden
UGID/ENROL_YEM,Education Enrolment - Yemen
UGID/IFDBT_ZMB,External Debt - Zambia
UGID/EDPRI_ARG,Enrolment in Primary Education - Argentina
UGID/CFC_KGZ,CFC Consumption - Kyrgyzstan
UGID/ENROL_ZMB,Education Enrolment - Zambia
UGID/EDPRI_ECU,Enrolment in Primary Education - Ecuador
UGID/EDSPEND_ARM,Public Expenditure on Education - Armenia
UGID/CFC_MUS,CFC Consumption - Mauritius
UGID/LND_5206,"Arable, Forested And Total Land - Caribbean+"
UGID/EDSPEND_ARG,Public Expenditure on Education - Argentina
UGID/LND_KHM,"Arable, Forested And Total Land - Cambodia"
UGID/EDPRI_FJI,Enrolment in Primary Education - Fiji
UGID/EDPRI_EST,Enrolment in Primary Education - Estonia
UGID/ENROL_UGA,Education Enrolment - Uganda
UGID/LND_5304,"Arable, Forested And Total Land - South-Eastern Asia+"
UGID/LND_TCD,"Arable, Forested And Total Land - Chad"
UGID/LND_AFG,"Arable, Forested And Total Land - Afghanistan"
UGID/CFC_MNE,CFC Consumption - Montenegro
UGID/EDSPEND_BLR,Public Expenditure on Education - Belarus
UGID/EDPRI_GEO,Enrolment in Primary Education - Georgia
UGID/ENROL_UZB,Education Enrolment - Uzbekistan
UGID/EDSPEND_BTN,Public Expenditure on Education - Bhutan
UGID/EDPRI_GHA,Enrolment in Primary Education - Ghana
UGID/CFC_NER,CFC Consumption - Niger
UGID/LND_COM,"Arable, Forested And Total Land - Comoros"
UGID/LND_ARM,"Arable, Forested And Total Land - Armenia"
UGID/EDPRI_HTI,Enrolment in Primary Education - Haiti
UGID/EDPRI_ISL,Enrolment in Primary Education - Iceland
UGID/CFC_PAK,CFC Consumption - Pakistan
UGID/EDSPEND_CAN,Public Expenditure on Education - Canada
UGID/LND_COD,"Arable, Forested And Total Land - Democratic Republic of the Congo"
UGID/EDSPEND_CHL,Public Expenditure on Education - Chile
UGID/EDPRI_IDN,Enrolment in Primary Education - Indonesia
UGID/LND_BRB,"Arable, Forested And Total Land - Barbados"
UGID/EDPRI_JPN,Enrolment in Primary Education - Japan
UGID/LND_BTN,"Arable, Forested And Total Land - Bhutan"
UGID/LND_ECU,"Arable, Forested And Total Land - Ecuador"
UGID/EDSPEND_BHS,Public Expenditure on Education - Bahamas
UGID/EDSPEND_CRI,Public Expenditure on Education - Costa Rica
UGID/EDPRI_KWT,Enrolment in Primary Education - Kuwait
UGID/LND_BRA,"Arable, Forested And Total Land - Brazil"
UGID/EDSPEND_BWA,Public Expenditure on Education - Botswana
UGID/LND_FJI,"Arable, Forested And Total Land - Fiji"
UGID/CFC_WSM,CFC Consumption - Samoa
UGID/EDPRI_LBR,Enrolment in Primary Education - Liberia
UGID/EDPRI_LTU,Enrolment in Primary Education - Lithuania
UGID/EDSPEND_EGY,Public Expenditure on Education - Egypt
UGID/EDSPEND_SLV,Public Expenditure on Education - El Salvador
UGID/CFC_SEN,CFC Consumption - Senegal
UGID/LND_CPV,"Arable, Forested And Total Land - Cabo Verde"
UGID/EDPRI_MDV,Enrolment in Primary Education - Maldives
UGID/LND_DEU,"Arable, Forested And Total Land - Germany"
UGID/LND_CAF,"Arable, Forested And Total Land - Central African Republic"
UGID/EDSPEND_ETH,Public Expenditure on Education - Ethiopia
UGID/EDPRI_MEX,Enrolment in Primary Education - Mexico
UGID/LND_GNB,"Arable, Forested And Total Land - Guinea-Bissau"
UGID/EDPRI_FSM,Enrolment in Primary Education - Micronesia (Federated States of)
UGID/EDSPEND_DEU,Public Expenditure on Education - Germany
UGID/EDPRI_MNG,Enrolment in Primary Education - Mongolia
UGID/CFC_SDN,CFC Consumption - Sudan
UGID/LND_HRV,"Arable, Forested And Total Land - Croatia"
UGID/EDPRI_NRU,Enrolment in Primary Education - Nauru
UGID/EDSPEND_GTM,Public Expenditure on Education - Guatemala
UGID/LND_CZE,"Arable, Forested And Total Land - Czech Republic"
UGID/EDSPEND_COK,Public Expenditure on Education - Cook Islands
UGID/EDSPEND_CIV,Public Expenditure on Education - Côte d'Ivoire
UGID/EDSPEND_ISL,Public Expenditure on Education - Iceland
UGID/EDPRI_NER,Enrolment in Primary Education - Niger
UGID/EDSPEND_IND,Public Expenditure on Education - India
UGID/CFC_MKD,CFC Consumption - The former Yugoslav Republic of Macedonia
UGID/EDPRI_NGA,Enrolment in Primary Education - Nigeria
UGID/LND_ITA,"Arable, Forested And Total Land - Italy"
UGID/LND_EGY,"Arable, Forested And Total Land - Egypt"
UGID/EDSPEND_KAZ,Public Expenditure on Education - Kazakhstan
UGID/EDSPEND_KIR,Public Expenditure on Education - Kiribati
UGID/EDPRI_PHL,Enrolment in Primary Education - Philippines
UGID/EDSPEND_JOR,Public Expenditure on Education - Jordan
UGID/LND_GAB,"Arable, Forested And Total Land - Gabon"
UGID/EDPRI_MDA,Enrolment in Primary Education - Republic of Moldova
UGID/CFC_VNM,CFC Consumption - Viet Nam
UGID/EDSPEND_KGZ,Public Expenditure on Education - Kyrgyzstan
UGID/LND_LBR,"Arable, Forested And Total Land - Liberia"
UGID/EDSPEND_LTU,Public Expenditure on Education - Lithuania
UGID/LND_GHA,"Arable, Forested And Total Land - Ghana"
UGID/H2O_5815,Water And Sanitation - Low Income Food Deficit Countries+
UGID/LND_MDV,"Arable, Forested And Total Land - Maldives"
UGID/EDPRI_STP,Enrolment in Primary Education - Sao Tome and Principe
UGID/EDSPEND_MWI,Public Expenditure on Education - Malawi
UGID/EDSPEND_HUN,Public Expenditure on Education - Hungary
UGID/EDSPEND_IRL,Public Expenditure on Education - Ireland
UGID/EDPRI_SGP,Enrolment in Primary Education - Singapore
UGID/EDSPEND_FSM,Public Expenditure on Education - Micronesia (Federated States of)
UGID/EDSPEND_JAM,Public Expenditure on Education - Jamaica
UGID/EDPRI_RWA,Enrolment in Primary Education - Rwanda
UGID/LND_ISL,"Arable, Forested And Total Land - Iceland"
UGID/EDSPEND_MOZ,Public Expenditure on Education - Mozambique
UGID/H2O_AND,Water And Sanitation - Andorra
UGID/H2O_ATG,Water And Sanitation - Antigua and Barbuda
UGID/EDSPEND_NZL,Public Expenditure on Education - New Zealand
UGID/EDPRI_SSD,Enrolment in Primary Education - South Sudan
UGID/LND_NAM,"Arable, Forested And Total Land - Namibia"
UGID/EDSPEND_MUS,Public Expenditure on Education - Mauritius
UGID/LND_NPL,"Arable, Forested And Total Land - Nepal"
UGID/H2O_BHS,Water And Sanitation - Bahamas
UGID/LND_JAM,"Arable, Forested And Total Land - Jamaica"
UGID/EDSPEND_PAK,Public Expenditure on Education - Pakistan
UGID/EDPRI_TON,Enrolment in Primary Education - Tonga
UGID/EDSPEND_QAT,Public Expenditure on Education - Qatar
UGID/EDSPEND_RUS,Public Expenditure on Education - Russian Federation
UGID/LND_NOR,"Arable, Forested And Total Land - Norway"
UGID/EDSPEND_ROU,Public Expenditure on Education - Romania
UGID/EDPRI_GBR,Enrolment in Primary Education - United Kingdom
UGID/LND_LVA,"Arable, Forested And Total Land - Latvia"
UGID/EDSPEND_LCA,Public Expenditure on Education - Saint Lucia
UGID/EDPRI_VUT,Enrolment in Primary Education - Vanuatu
UGID/LND_PHL,"Arable, Forested And Total Land - Philippines"
UGID/LND_MLT,"Arable, Forested And Total Land - Malta"
UGID/EDSEC_ALB,Enrolment in Secondary Education - Albania
UGID/H2O_CHN,Water And Sanitation - China
UGID/EDSPEND_SVK,Public Expenditure on Education - Slovakia
UGID/EDSPEND_SVN,Public Expenditure on Education - Slovenia
UGID/EDSPEND_NER,Public Expenditure on Education - Niger
UGID/EDSPEND_LKA,Public Expenditure on Education - Sri Lanka
UGID/EDSPEND_PLW,Public Expenditure on Education - Palau
UGID/H2O_CYP,Water And Sanitation - Cyprus
UGID/LND_MDA,"Arable, Forested And Total Land - Republic of Moldova"
UGID/LND_MUS,"Arable, Forested And Total Land - Mauritius"
UGID/EDSPEND_TJK,Public Expenditure on Education - Tajikistan
UGID/EDSEC_BHS,Enrolment in Secondary Education - Bahamas
UGID/LND_VCT,"Arable, Forested And Total Land - Saint Vincent and the Grenadines"
UGID/LND_MNE,"Arable, Forested And Total Land - Montenegro"
UGID/H2O_DOM,Water And Sanitation - Dominican Republic
UGID/EDSPEND_TUN,Public Expenditure on Education - Tunisia
UGID/EDSEC_BTN,Enrolment in Secondary Education - Bhutan
UGID/LND_NRU,"Arable, Forested And Total Land - Nauru"
UGID/EDSPEND_UKR,Public Expenditure on Education - Ukraine
UGID/EDSPEND_RWA,Public Expenditure on Education - Rwanda
UGID/EDSPEND_SEN,Public Expenditure on Education - Senegal
UGID/H2O_ETH,Water And Sanitation - Ethiopia
UGID/EDSEC_BGR,Enrolment in Secondary Education - Bulgaria
UGID/EDSPEND_VUT,Public Expenditure on Education - Vanuatu
UGID/EDSEC_KHM,Enrolment in Secondary Education - Cambodia
UGID/LND_SYC,"Arable, Forested And Total Land - Seychelles"
UGID/EDSPEND_YEM,Public Expenditure on Education - Yemen
UGID/LND_NIC,"Arable, Forested And Total Land - Nicaragua"
UGID/EDSEC_CHL,Enrolment in Secondary Education - Chile
UGID/LND_SVN,"Arable, Forested And Total Land - Slovenia"
UGID/H2O_GEO,Water And Sanitation - Georgia
UGID/LND_SWZ,"Arable, Forested And Total Land - Swaziland"
UGID/H2O_GTM,Water And Sanitation - Guatemala
UGID/EDSEC_COK,Enrolment in Secondary Education - Cook Islands
UGID/LND_PNG,"Arable, Forested And Total Land - Papua New Guinea"
UGID/LND_PRY,"Arable, Forested And Total Land - Paraguay"
UGID/IFIR_AGO,Interest Rates - Angola
UGID/IFIR_ARG,Interest Rates - Argentina
UGID/EDSPEND_CHE,Public Expenditure on Education - Switzerland
UGID/EDSEC_DMA,Enrolment in Secondary Education - Dominica
UGID/EDSPEND_MKD,Public Expenditure on Education - The former Yugoslav Republic of Macedonia
UGID/EDSEC_GNQ,Enrolment in Secondary Education - Equatorial Guinea
UGID/H2O_IRN,Water And Sanitation - Iran (Islamic Republic of)
UGID/EDSPEND_TZA,Public Expenditure on Education - United Republic of Tanzania
UGID/IFIR_BRB,Interest Rates - Barbados
UGID/H2O_ITA,Water And Sanitation - Italy
UGID/H2O_IRQ,Water And Sanitation - Iraq
UGID/LND_TUN,"Arable, Forested And Total Land - Tunisia"
UGID/EDSEC_GHA,Enrolment in Secondary Education - Ghana
UGID/EDSPEND_VEN,Public Expenditure on Education - Venezuela (Bolivarian Republic of)
UGID/LND_LCA,"Arable, Forested And Total Land - Saint Lucia"
UGID/IFIR_BEN,Interest Rates - Benin
UGID/EDSEC_GNB,Enrolment in Secondary Education - Guinea-Bissau
UGID/LND_UGA,"Arable, Forested And Total Land - Uganda"
UGID/H2O_LAO,Water And Sanitation - Lao People's Democratic Republic
UGID/LND_USA,"Arable, Forested And Total Land - United States of America"
UGID/IFIR_BFA,Interest Rates - Burkina Faso
UGID/IFIR_ARM,Interest Rates - Armenia
UGID/EDSEC_JAM,Enrolment in Secondary Education - Jamaica
UGID/LND_SLE,"Arable, Forested And Total Land - Sierra Leone"
UGID/LND_UZB,"Arable, Forested And Total Land - Uzbekistan"
UGID/IFIR_AZE,Interest Rates - Azerbaijan
UGID/LND_VNM,"Arable, Forested And Total Land - Viet Nam"
UGID/LND_SVK,"Arable, Forested And Total Land - Slovakia"
UGID/IFIR_CAN,Interest Rates - Canada
UGID/LND_ZWE,"Arable, Forested And Total Land - Zimbabwe"
UGID/EDSEC_LBY,Enrolment in Secondary Education - Libya
UGID/CO2_5206,Carbon Dioxide Emissions - Caribbean+
UGID/LND_SWE,"Arable, Forested And Total Land - Sweden"
UGID/IFIR_CHN,Interest Rates - China
UGID/IFIR_BLZ,Interest Rates - Belize
UGID/LND_SYR,"Arable, Forested And Total Land - Syrian Arab Republic"
UGID/IFIR_COM,Interest Rates - Comoros
UGID/CO2_5803,Carbon Dioxide Emissions - Small Island Developing States+
UGID/EDSEC_MDV,Enrolment in Secondary Education - Maldives
UGID/H2O_MAR,Water And Sanitation - Morocco
UGID/CO2_ALB,Carbon Dioxide Emissions - Albania
UGID/EDSEC_MUS,Enrolment in Secondary Education - Mauritius
UGID/IFIR_HRV,Interest Rates - Croatia
UGID/H2O_NAM,Water And Sanitation - Namibia
UGID/LND_TON,"Arable, Forested And Total Land - Tonga"
UGID/EDSEC_NPL,Enrolment in Secondary Education - Nepal
UGID/LND_TKM,"Arable, Forested And Total Land - Turkmenistan"
UGID/IFIR_DNK,Interest Rates - Denmark
UGID/CO2_ATG,Carbon Dioxide Emissions - Antigua and Barbuda
UGID/IFIR_DJI,Interest Rates - Djibouti
UGID/EDSEC_OMN,Enrolment in Secondary Education - Oman
UGID/LND_GBR,"Arable, Forested And Total Land - United Kingdom"
UGID/H2O_LSO,Water And Sanitation - Lesotho
UGID/CO2_BGD,Carbon Dioxide Emissions - Bangladesh
UGID/IFIR_CHL,Interest Rates - Chile
UGID/IFIR_EST,Interest Rates - Estonia
UGID/LND_TZA,"Arable, Forested And Total Land - United Republic of Tanzania"
UGID/EDSEC_MDA,Enrolment in Secondary Education - Republic of Moldova
UGID/IFIR_BRA,Interest Rates - Brazil
UGID/EDSEC_ROU,Enrolment in Secondary Education - Romania
UGID/H2O_PHL,Water And Sanitation - Philippines
UGID/CO2_BOL,Carbon Dioxide Emissions - Bolivia (Plurinational State of)
UGID/CO2_BIH,Carbon Dioxide Emissions - Bosnia and Herzegovina
UGID/IFIR_GAB,Interest Rates - Gabon
UGID/CO2_5200,Carbon Dioxide Emissions - Americas+
UGID/EDSEC_SRB,Enrolment in Secondary Education - Serbia
UGID/CO2_BGR,Carbon Dioxide Emissions - Bulgaria
UGID/EDSEC_STP,Enrolment in Secondary Education - Sao Tome and Principe
UGID/CO2_BFA,Carbon Dioxide Emissions - Burkina Faso
UGID/IFIR_GHA,Interest Rates - Ghana
UGID/EDSEC_LKA,Enrolment in Secondary Education - Sri Lanka
UGID/CO2_CAF,Carbon Dioxide Emissions - Central African Republic
UGID/IFIR_ECU,Interest Rates - Ecuador
UGID/IFIR_GUY,Interest Rates - Guyana
UGID/H2O_RUS,Water And Sanitation - Russian Federation
UGID/EDSEC_THA,Enrolment in Secondary Education - Thailand
UGID/IFIR_ETH,Interest Rates - Ethiopia
UGID/CO2_CPV,Carbon Dioxide Emissions - Cabo Verde
UGID/IFIR_ISL,Interest Rates - Iceland
UGID/EDSEC_TGO,Enrolment in Secondary Education - Togo
UGID/CO2_COK,Carbon Dioxide Emissions - Cook Islands
UGID/CO2_AZE,Carbon Dioxide Emissions - Azerbaijan
UGID/EDSEC_UKR,Enrolment in Secondary Education - Ukraine
UGID/CO2_PRK,Carbon Dioxide Emissions - Democratic People's Republic of Korea
UGID/H2O_LCA,Water And Sanitation - Saint Lucia
UGID/CO2_BRB,Carbon Dioxide Emissions - Barbados
UGID/IFIR_IRN,Interest Rates - Iran (Islamic Republic of)
UGID/H2O_SRB,Water And Sanitation - Serbia
UGID/EDSEC_VEN,Enrolment in Secondary Education - Venezuela (Bolivarian Republic of)
UGID/IFIR_GRD,Interest Rates - Grenada
UGID/EDTER_AFG,Enrolment in Tertiary Education -  Afghanistan
UGID/IFIR_IRL,Interest Rates - Ireland
UGID/CO2_ECU,Carbon Dioxide Emissions - Ecuador
UGID/EDTER_AGO,Enrolment in Tertiary Education -  Angola
UGID/CO2_BWA,Carbon Dioxide Emissions - Botswana
UGID/CO2_SLV,Carbon Dioxide Emissions - El Salvador
UGID/CO2_BRN,Carbon Dioxide Emissions - Brunei Darussalam
UGID/EDSEC_VUT,Enrolment in Secondary Education - Vanuatu
UGID/IFIR_HTI,Interest Rates - Haiti
UGID/IFIR_HUN,Interest Rates - Hungary
UGID/IFIR_KAZ,Interest Rates - Kazakhstan
UGID/CO2_KHM,Carbon Dioxide Emissions - Cambodia
